	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene stable ID
35880	20	47538427	47653230	ARFGEF2	ENSG00000124198
35881	11	5617955	5665628	TRIM6-TRIM34	ENSG00000258588
35882	2	28619682	28619977	RP11-373D23.2	ENSG00000270640
35883	6	41888926	41900784	BYSL	ENSG00000112578
35885	12	132299808	132299913	RNU6-1017P	ENSG00000200483
35886	12	69021014	69021155	SNORA70G	ENSG00000206650
35887	12	46765246	46767561	RP11-474P2.2	ENSG00000258096
35888	21	40714241	40721573	HMGN1	ENSG00000205581
35889	12	132341965	132348596	RP11-417L19.2	ENSG00000256955
35890	12	69036299	69036773	RP11-254B13.3	ENSG00000234925
35891	2	28648812	28649586	RP11-373D23.3	ENSG00000270210
35892	6	35541362	35696360	FKBP5	ENSG00000096060
35893	19	56041100	56048456	SBK2	ENSG00000187550
35894	12	46777462	46850051	RP11-96H19.1	ENSG00000257261
35895	Y	25171741	25172810	TRIM60P8Y	ENSG00000232764
35896	2	28671034	28673051	AC104695.4	ENSG00000227938
35897	6	43597277	43608689	MAD2L1BP	ENSG00000124688
35898	13	38923986	38937140	UFM1	ENSG00000120686
35899	12	132409281	132413896	RP11-417L19.4	ENSG00000255992
35901	16	68670092	68756519	CDH3	ENSG00000062038
35902	1	52485803	52521843	TXNDC12	ENSG00000117862
35903	12	46778016	46780774	RP11-474P2.4	ENSG00000257496
35904	10	89618918	89623194	KLLN	ENSG00000227268
35905	Y	25195394	25197342	ZNF736P3Y	ENSG00000233126
35906	9	27546544	27573864	C9orf72	ENSG00000147894
35907	12	46931285	47046333	RP11-446N19.1	ENSG00000272369
35908	Y	25204177	25205333	TRIM60P9Y	ENSG00000227251
35909	Y	9555262	9558905	TTTY21	ENSG00000228890
35910	12	46986356	46987088	OR7A19P	ENSG00000272963
35911	12	132486235	132486320	AC137590.1	ENSG00000271905
35912	12	8662071	8674962	CLEC4D	ENSG00000166527
35913	19	41223008	41246765	ITPKC	ENSG00000086544
35914	6	167738574	167772991	TTLL2	ENSG00000120440
35915	12	132515769	132515904	SNORA49	ENSG00000208892
35916	5	25701326	25701433	RNU6-374P	ENSG00000201016
35917	12	112335140	112335710	RP3-462E2.5	ENSG00000270018
35918	12	47075854	47076496	RP11-66E20.2	ENSG00000271642
35919	2	27070615	27173219	DPYSL5	ENSG00000157851
35920	Y	25525631	25538844	PPP1R12BP2	ENSG00000205936
35921	12	112337067	112340042	ADAM1A	ENSG00000229186
35922	12	47529281	47532153	RP11-23J18.1	ENSG00000258352
35923	5	25909612	25911343	MSNP1	ENSG00000251593
35924	19	56052023	56056909	SBK3	ENSG00000231274
35925	12	132562348	132565005	RP13-820C6.2	ENSG00000257000
35926	Y	25569246	25569383	SNORA70	ENSG00000251925
35927	6	16299343	16761722	ATXN1	ENSG00000124788
35928	12	132611006	132611309	RP13-977J11.5	ENSG00000256804
35929	Y	9578193	9596085	TTTY2	ENSG00000212855
35930	2	28683123	28683228	SNRPGP7	ENSG00000242915
35931	Y	25608612	25618427	REREP1Y	ENSG00000225189
35932	12	132671287	132674240	RP13-977J11.2	ENSG00000256576
35933	1	24882602	24935819	NCMAP	ENSG00000184454
35934	14	35514113	35582336	FAM177A1	ENSG00000151327
35935	10	77157588	77161664	ZNF503	ENSG00000165655
35936	7	119808399	119826118	RP5-1006K12.1	ENSG00000233969
35937	5	121964647	122066380	RP11-166A12.1	ENSG00000251538
35938	10	118349897	118368687	PNLIPRP1	ENSG00000187021
35939	2	28856148	28887406	AC074011.2	ENSG00000230730
35940	7	120312925	120313029	RNU6-581P	ENSG00000252023
35941	Y	25669468	25671516	AC009947.2	ENSG00000230073
35942	10	45495923	45500774	ZNF22	ENSG00000165512
35943	10	50504157	50507063	C10orf71-AS1	ENSG00000236208
35944	14	73427303	73428701	RP11-109N23.6	ENSG00000259015
35945	5	26012998	26013134	RNU4-43P	ENSG00000222560
35946	7	120386792	120392568	RP4-797C5.2	ENSG00000231295
35947	19	56088899	56092211	ZNF579	ENSG00000218891
35948	12	132674758	132675542	RP13-977J11.8	ENSG00000256312
35949	2	28906842	28906949	RNA5SP89	ENSG00000222232
35950	19	48551100	48614074	PLA2G4C	ENSG00000105499
35951	18	29598335	29653176	RNF125	ENSG00000101695
35952	9	131395940	131419066	WDR34	ENSG00000119333
35953	7	120621480	120621607	RNA5SP240	ENSG00000202225
35954	Y	25683455	25693089	AC009947.3	ENSG00000215540
35955	10	89622870	89731687	PTEN	ENSG00000171862
35956	7	120690981	120691257	HMGN1P18	ENSG00000234927
35958	2	74881355	74909186	SEMA4F	ENSG00000135622
35959	5	26382628	26399928	RP11-351N6.1	ENSG00000249099
35960	10	45798102	45811056	OR13A1	ENSG00000256574
35961	17	79617489	79630142	PDE6G	ENSG00000185527
35962	3	158449987	158547508	MFSD1	ENSG00000118855
35963	7	120723754	120723867	RNA5SP241	ENSG00000212628
35964	12	132851977	132854915	RP13-895J2.2	ENSG00000256943
35965	6	167770521	167797998	TCP10	ENSG00000203690
35966	7	120835002	120835111	RNU6-517P	ENSG00000207090
35967	19	56102746	56113336	FIZ1	ENSG00000179943
35968	7	121038506	121038821	CYCSP19	ENSG00000213310
35969	10	50627323	50680949	RP11-123B3.2	ENSG00000235939
35970	2	28931819	28959071	AC097724.3	ENSG00000226833
35971	11	111934734	111944998	PIH1D2	ENSG00000150773
35972	5	122011490	122012450	ARGFXP1	ENSG00000240058
35973	10	50759354	50760698	RP11-140C5.3	ENSG00000271237
35975	19	41246761	41257458	C19orf54	ENSG00000188493
35977	5	122112126	122112222	AC093267.1	ENSG00000212114
35978	7	121059126	121059899	RP11-3L10.2	ENSG00000227371
35979	5	122131820	122131922	snoU13	ENSG00000252295
35980	8	41502697	41508855	NKX6-3	ENSG00000165066
35981	3	133292574	133309105	CDV3	ENSG00000091527
35982	10	135043778	135045062	UTF1	ENSG00000171794
35983	5	122168051	122170228	CTB-36H16.2	ENSG00000260686
35984	10	50979887	50981345	RP11-507K13.4	ENSG00000226389
35985	19	8807751	8809172	ACTL9	ENSG00000181786
35986	Y	25695956	25697532	AC009947.5	ENSG00000236647
35987	20	9518036	9819689	PAK7	ENSG00000101349
35988	7	121080888	121081315	RP11-3L10.3	ENSG00000234985
35989	6	28109688	28127250	ZKSCAN8	ENSG00000198315
35990	5	26669455	26669845	CTD-2533K21.3	ENSG00000230571
35991	12	8685901	8693559	CLEC4E	ENSG00000166523
35992	16	65635004	65635601	RP11-351A20.2	ENSG00000260004
35993	8	19261672	19615540	CSGALNACT1	ENSG00000147408
35994	14	101528343	101528476	MIR377	ENSG00000199015
35995	10	135050908	135055433	VENTX	ENSG00000151650
35996	Y	25727742	25760787	OFD1P10Y	ENSG00000225466
35997	16	65895015	65897687	RP11-513N24.1	ENSG00000260695
35998	5	26669820	26670098	CTD-2533K21.2	ENSG00000248426
35999	14	101530832	101530915	MIR541	ENSG00000216179
36000	16	65972092	65972356	RP11-356O24.1	ENSG00000261234
36001	14	101531637	101531715	MIR409	ENSG00000199107
36002	14	101531784	101531874	MIR412	ENSG00000199012
36003	19	8841316	8842371	OR2Z1	ENSG00000181733
36004	12	132853935	132855447	RP13-895J2.3	ENSG00000256542
36005	5	26670443	26670590	CTD-2533K21.1	ENSG00000250703
36006	5	130506503	130541119	LYRM7	ENSG00000186687
36007	5	122345237	122345335	snoU13	ENSG00000239103
36008	10	96791397	96791805	RP11-208C17.4	ENSG00000237885
36009	14	101531918	101532024	MIR369	ENSG00000199025
36010	5	122358184	122358478	RN7SL689P	ENSG00000263432
36011	10	96901682	96928182	RP11-310E22.5	ENSG00000231829
36012	14	101532249	101532328	MIR410	ENSG00000199092
36013	7	121214723	121214808	AC004875.1	ENSG00000221690
36014	2	29033147	29033572	RP11-713D19.1	ENSG00000273233
36015	14	101533061	101533138	MIR656	ENSG00000207959
36016	7	121283388	121290414	RP4-745K6.1	ENSG00000227743
36018	Y	25803986	25805205	HSFY6P	ENSG00000224169
36019	10	96943410	96943974	PAWRP1	ENSG00000225533
36020	5	122371966	122390362	RP11-359P5.1	ENSG00000249996
36021	7	121376497	121376779	RN7SKP277	ENSG00000252704
36022	10	96988000	96990901	RP11-310E22.4	ENSG00000234026
36023	2	73481810	73511559	FBXO41	ENSG00000163013
36024	14	101536248	101539274	MEG9	ENSG00000223403
36025	Y	25805613	25813969	USP9YP18	ENSG00000223407
36026	13	39261266	39460074	FREM2	ENSG00000150893
36027	5	26711660	26750106	CTD-2533K21.4	ENSG00000251033
36028	12	69068151	69081535	RP11-637A17.2	ENSG00000247363
36029	7	121482422	121485185	PNPT1P2	ENSG00000233272
36030	10	97354355	97355129	RP11-7D5.2	ENSG00000214362
36031	5	122406477	122406773	RN7SL711P	ENSG00000263654
36032	14	25826970	25827895	OR7K1P	ENSG00000258275
36033	2	154728426	155310361	GALNT13	ENSG00000144278
36034	7	112120908	112131117	LSMEM1	ENSG00000181016
36035	18	29671818	29711524	RNF138	ENSG00000134758
36036	11	60989688	61018929	PGA4	ENSG00000229183
36037	22	31321117	31364284	MORC2	ENSG00000133422
36038	11	5640994	5665628	TRIM34	ENSG00000258659
36039	12	132906436	132908161	RP13-895J2.7	ENSG00000255916
36040	14	25900399	25901440	RP11-388G3.1	ENSG00000257976
36041	14	101540206	101544247	AL132709.1	ENSG00000230805
36042	2	29136530	29136614	SNORD92	ENSG00000264994
36043	17	40724333	40729849	PSMC3IP	ENSG00000131470
36044	5	122422943	122425994	AC106786.1	ENSG00000223652
36046	19	42702750	42724292	DEDD2	ENSG00000160570
36047	14	26275854	26275918	SNORD37	ENSG00000212270
36048	12	69078375	69080088	RPL7P42	ENSG00000241825
36049	19	8920380	8943004	ZNF558	ENSG00000167785
36050	14	26305064	26612511	RP11-314P15.2	ENSG00000257986
36051	6	168185217	168197539	C6orf123	ENSG00000146521
36052	10	97512963	97849995	ENTPD1-AS1	ENSG00000226688
36053	5	26739862	26741292	CTD-2194F12.1	ENSG00000249616
36054	14	26641372	26641464	AL049831.1	ENSG00000212037
36055	12	69099414	69100846	KRT8P39	ENSG00000233560
36056	2	29149933	29150010	SNORD53	ENSG00000265145
36057	14	26677242	26677630	CYB5AP5	ENSG00000257503
36058	14	101587193	101589879	RP11-8L8.2	ENSG00000259004
36059	2	105974169	106054970	FHL2	ENSG00000115641
36060	9	27948076	28670283	LINGO2	ENSG00000174482
36061	5	122571773	122572064	CTD-2347I17.1	ENSG00000213655
36062	14	101611818	101612032	U3	ENSG00000206761
36063	3	42548016	42574750	VIPR1-AS1	ENSG00000232354
36064	7	72728107	72729213	RP11-483G21.3	ENSG00000225005
36065	12	69198791	69199259	RP11-611O2.2	ENSG00000256678
36066	14	101683709	101684578	RP11-8L8.1	ENSG00000258681
36067	14	27061953	27063723	RP11-483C6.1	ENSG00000262119
36068	1	52497775	52499488	KTI12	ENSG00000198841
36069	2	29150109	29150206	Y_RNA	ENSG00000222224
36070	12	69221898	69222333	RP11-611O2.1	ENSG00000256325
36071	7	72753097	72753203	RNU6-1080P	ENSG00000206709
36072	14	101723669	101744655	CTD-2561F5.1	ENSG00000258497
36073	6	168196210	168198927	AL009178.1	ENSG00000269155
36074	5	27111676	27111781	RNU6-738P	ENSG00000207261
36075	7	72818118	72818219	Y_RNA	ENSG00000202035
36076	14	27067618	27275673	NOVA1-AS1	ENSG00000257842
36077	5	122736616	122738038	KRT8P33	ENSG00000250539
36078	7	72921538	72921604	RNU6-1198P	ENSG00000252713
36079	2	198669426	199437305	PLCL1	ENSG00000115896
36080	7	73125647	73125727	MIR4284	ENSG00000265724
36082	Y	9590765	9611898	TTTY1	ENSG00000129845
36083	7	73146901	73147201	RN7SL265P	ENSG00000241709
36084	5	122804475	122805123	HMGB3P17	ENSG00000249400
36085	2	29150849	29150926	SNORD53_SNORD92	ENSG00000265706
36086	12	56843286	56862950	MIP	ENSG00000135517
36087	12	132413745	132428406	PUS1	ENSG00000177192
36088	7	73149368	73150384	LINC00035	ENSG00000225969
36089	3	42643455	42695880	RP4-613B23.1	ENSG00000230084
36090	5	27412720	27436518	CTD-3007L5.1	ENSG00000248490
36091	12	112364822	112366821	ADAM1B	ENSG00000226469
36092	7	156056241	156056496	RP11-362B23.1	ENSG00000270584
36093	2	29195280	29195387	Y_RNA	ENSG00000200283
36094	5	122846130	122846231	Y_RNA	ENSG00000202105
36095	7	156225217	156228527	AC073133.2	ENSG00000228569
36096	16	29550583	29550686	snoU13	ENSG00000239193
36097	17	40835205	40851484	CTD-3193K9.3	ENSG00000267765
36098	7	73400322	73403097	RP11-731K22.1	ENSG00000261467
36099	12	77252495	77272840	CSRP2	ENSG00000175183
36100	16	29610500	29610586	MIR3680-2	ENSG00000266758
36101	7	156230483	156238282	AC073133.1	ENSG00000233878
36102	5	36606457	36688436	SLC1A3	ENSG00000079215
36103	3	50388126	50395891	CYB561D2	ENSG00000114395
36104	6	108025308	108145521	SCML4	ENSG00000146285
36105	2	29304136	29304217	AC105398.1	ENSG00000263957
36106	5	122971804	122973097	KRT18P16	ENSG00000235275
36107	16	29624425	29624961	SLC7A5P1	ENSG00000260727
36108	17	40866317	40866661	CTD-3193K9.1	ENSG00000239671
36109	7	73473906	73476614	CTB-51J22.1	ENSG00000232415
36110	5	123556272	123556770	HMGB1P29	ENSG00000250862
36111	2	113531492	113542167	IL1A	ENSG00000115008
36112	3	42717684	42717983	RN7SL567P	ENSG00000240203
36113	16	29630106	29647649	CA5AP1	ENSG00000260133
36114	7	73605528	73605624	MIR590	ENSG00000207741
36115	7	43648055	43769316	COA1	ENSG00000106603
36116	3	42744145	42748154	HHATL-AS1	ENSG00000230970
36117	14	101798853	101800668	RP11-168L7.1	ENSG00000258460
36118	3	9834766	9877085	ARPC4-TTLL3	ENSG00000250151
36119	7	73672856	73672946	RNU6-1070P	ENSG00000252538
36120	1	24958207	24999758	SRRM1	ENSG00000133226
36121	7	73901758	73901870	RNA5SP233	ENSG00000238391
36122	14	101872324	101874259	LINC00524	ENSG00000259023
36123	16	29635838	29636146	RP11-368N21.1	ENSG00000260514
36124	7	73985677	73985754	AC004851.1	ENSG00000252378
36125	3	42774067	42788260	CCDC13-AS1	ENSG00000173811
36126	7	156264890	156433286	LINC01006	ENSG00000182648
36127	14	101908413	101910652	RP11-168L7.3	ENSG00000259082
36128	16	29742372	29742725	RN7SKP127	ENSG00000222375
36129	5	123641923	123740772	LINC01170	ENSG00000253807
36130	10	135075907	135090372	ADAM8	ENSG00000151651
36131	7	74021239	74021625	RP5-1186P10.2	ENSG00000273069
36132	17	40904898	40905817	HMGN2P15	ENSG00000214578
36133	16	29756568	29759620	AC009133.17	ENSG00000260719
36134	5	27472399	27496508	LINC01021	ENSG00000250337
36135	14	77940740	77965210	ISM2	ENSG00000100593
36136	3	42812104	42815127	RP11-70C1.1	ENSG00000225611
36137	16	29793246	29794294	AC009133.21	ENSG00000262756
36138	7	74103273	74143339	AC083884.8	ENSG00000232729
36139	5	123731296	123736088	CTC-369A16.2	ENSG00000251421
36140	14	73430353	73430716	RP11-109N23.1	ENSG00000239544
36141	3	115521235	117716095	LSAMP	ENSG00000185565
36142	3	42846696	42893920	RP11-70C1.3	ENSG00000235288
36143	16	29817817	29819053	AC009133.15	ENSG00000259952
36144	17	73747675	73761792	GALK1	ENSG00000108479
36145	14	73507329	73507622	RN7SL586P	ENSG00000241487
36146	12	56862301	56864763	SPRYD4	ENSG00000176422
36147	1	52521797	52556388	BTF3L4	ENSG00000134717
36148	14	73525139	73526123	RP11-109N23.4	ENSG00000258813
36149	16	29819966	29823306	AC009133.14	ENSG00000238045
36150	9	131445703	131458679	SET	ENSG00000119335
36151	3	42850906	42949597	RP11-141M3.5	ENSG00000273328
36152	17	40905932	40913275	RAMP2-AS1	ENSG00000197291
36153	7	142000747	142001255	TRBV2	ENSG00000226660
36154	16	66335712	66335843	RNA5SP428	ENSG00000201999
36155	5	123731640	123736348	CTC-369A16.3	ENSG00000251662
36156	3	42930853	42931798	HNRNPA1P22	ENSG00000236459
36157	16	66442427	66446038	LINC00920	ENSG00000246898
36158	16	29820250	29831687	AC009133.20	ENSG00000261962
36159	14	101913979	101923454	RP11-1029J19.2	ENSG00000259166
36160	7	74155796	74156460	PHBP15	ENSG00000232210
36161	14	73534816	73535326	RP11-109N23.5	ENSG00000258448
36162	2	98140412	98141439	AC159540.14	ENSG00000235833
36163	20	9966774	10037410	ANKEF1	ENSG00000132623
36164	3	42975744	42978277	KRBOX1-AS1	ENSG00000206552
36165	19	44711700	44741421	ZNF227	ENSG00000131115
36166	14	73656471	73656712	RP4-687K1.2	ENSG00000259109
36167	16	66484901	66485254	CTD-2258A20.3	ENSG00000260146
36168	17	72209653	72258155	TTYH2	ENSG00000141540
36170	3	169484709	169487683	ACTRT3	ENSG00000184378
36171	14	73710726	73712687	RP4-647C14.2	ENSG00000258376
36172	16	29829301	29832573	AC009133.12	ENSG00000261690
36173	16	66503699	66515133	CTD-2258A20.5	ENSG00000261656
36174	7	138391040	138484305	ATP6V0A4	ENSG00000105929
36175	12	110969120	111021125	PPTC7	ENSG00000196850
36176	7	142008365	142008871	TRBV3-1	ENSG00000237702
36177	5	123791066	123795791	CTD-2308B18.4	ENSG00000248600
36178	14	102018558	102026768	DIO3OS	ENSG00000258498
36179	X	19930978	19988416	CXorf23	ENSG00000173681
36180	3	50388323	50405354	XXcos-LUCA11.5	ENSG00000272104
36181	14	73713526	73713588	RNU6-419P	ENSG00000252839
36182	17	69093916	69198318	CASC17	ENSG00000260785
36183	16	66543340	66543951	RP11-403P17.3	ENSG00000260755
36184	14	73738890	73740789	RP4-647C14.3	ENSG00000258944
36185	2	29319709	29320391	AC105398.3	ENSG00000229224
36186	16	66583183	66585092	Y_RNA	ENSG00000261519
36187	19	19431490	19469563	MAU2	ENSG00000129933
36188	7	142013007	142013489	TRBV4-1	ENSG00000211710
36189	13	39540062	39565203	STOML3	ENSG00000133115
36190	5	123795605	123796242	CTD-2308B18.1	ENSG00000251214
36191	16	66613886	66614619	RP11-403P17.2	ENSG00000260650
36192	10	51023142	51023608	RP11-507K13.6	ENSG00000229870
36193	14	73929129	73943880	RP1-240K6.3	ENSG00000251393
36194	2	29726773	29726859	AC106899.1	ENSG00000266310
36195	2	202152994	202222121	ALS2CR12	ENSG00000155749
36196	16	66754800	66765688	RP11-63M22.2	ENSG00000260465
36197	2	29903895	29904189	RN7SL516P	ENSG00000242699
36198	Y	9638762	9650854	TTTY22	ENSG00000224075
36199	7	74112305	74306731	STAG3L2	ENSG00000160828
36200	16	66772166	66773229	RP11-63M22.1	ENSG00000260558
36201	7	142020496	142021363	TRBV5-1	ENSG00000211734
36202	2	30113237	30115220	AC106870.1	ENSG00000230737
36203	19	8943074	8954016	MBD3L1	ENSG00000170948
36204	12	112430800	112431679	SLC25A3P2	ENSG00000258373
36205	16	66785655	66788643	RP11-61A14.4	ENSG00000246777
36206	2	98253060	98254266	UBTFL6	ENSG00000228970
36207	7	121721774	121721835	RNU7-154P	ENSG00000252003
36208	2	30122463	30130065	AC106870.2	ENSG00000197644
36209	22	19929130	19957498	COMT	ENSG00000093010
36210	14	73957644	73960105	AC005280.1	ENSG00000170468
36211	6	43612783	43640336	RSPH9	ENSG00000172426
36212	16	66875336	66887351	RP11-61A14.1	ENSG00000258122
36213	3	43078613	43078943	RP11-136C24.1	ENSG00000232375
36214	7	121799354	121802297	RP5-1049N15.2	ENSG00000226636
36215	17	18713269	18714253	CTD-2145A24.3	ENSG00000265478
36216	Y	9650924	9655122	AC010891.2	ENSG00000228379
36217	2	30273932	30366670	AC016907.3	ENSG00000233862
36218	16	66921918	66922834	RP11-61A14.2	ENSG00000261705
36219	14	73957669	73960096	C14orf169	ENSG00000255242
36220	5	102421704	102455855	GIN1	ENSG00000145723
36221	5	123805284	123805594	CTD-2308B18.2	ENSG00000250438
36222	17	18739020	18745677	AC107982.4	ENSG00000250111
36223	14	73983937	73987352	RP3-414A15.11	ENSG00000258443
36224	17	79632066	79633665	OXLD1	ENSG00000204237
36225	16	66923072	66924996	RP11-61A14.3	ENSG00000261088
36227	5	123828468	123872041	CTD-2308B18.3	ENSG00000248296
36228	9	32384618	32454767	ACO1	ENSG00000122729
36229	12	112438543	112438789	RP1-128M12.3	ENSG00000257624
36230	7	142028121	142028610	TRBV6-1	ENSG00000211706
36231	16	66976615	66997159	RP11-361L15.4	ENSG00000265408
36232	17	18743931	18744231	RN7SL627P	ENSG00000264485
36233	12	112475403	112475519	MIR3657	ENSG00000266370
36234	3	183353356	183402265	KLHL24	ENSG00000114796
36235	17	18762667	18764779	CTD-2145A24.4	ENSG00000264273
36236	14	73989582	73997314	RP3-414A15.2	ENSG00000258695
36237	16	67053422	67053718	RN7SL543P	ENSG00000265918
36238	Y	9669027	9684305	RBMY2NP	ENSG00000229208
36239	16	67236224	67236298	MIR328	ENSG00000207948
36240	14	74005925	74006485	NT5CP2	ENSG00000258408
36241	12	8754762	8765467	AICDA	ENSG00000111732
36242	16	67295011	67297687	CTC-277H1.7	ENSG00000262691
36243	5	27986282	27986392	AC010455.1	ENSG00000221721
36244	X	52255219	52260363	XAGE1A	ENSG00000204379
36245	7	142032006	142032527	TRBV7-1	ENSG00000211707
36246	2	30288990	30289079	AC016907.1	ENSG00000221383
36247	16	67355561	67355890	RN7SKP118	ENSG00000201201
36249	7	121856401	121858491	RP11-560I19.1	ENSG00000234418
36250	16	67424594	67424753	RNU1-123P	ENSG00000239194
36251	14	74037863	74038371	NT5CP1	ENSG00000258524
36252	12	112501713	112503559	RP1-267L14.3	ENSG00000258323
36253	7	121874585	121874957	RP11-560I19.2	ENSG00000213302
36254	12	112506908	112507013	Y_RNA	ENSG00000200688
36255	7	142045252	142045816	TRBV4-2	ENSG00000211745
36256	5	28213466	28214666	RP11-560A7.1	ENSG00000250079
36257	12	112587164	112587276	Y_RNA	ENSG00000200135
36258	19	42724423	42732353	ZNF526	ENSG00000167625
36259	21	40752170	40800454	WRB	ENSG00000182093
36260	Y	9707273	9708390	TSPY18P	ENSG00000231874
36261	5	159488808	159546430	PWWP2A	ENSG00000170234
36262	14	74083412	74100644	RP3-414A15.10	ENSG00000258603
36263	6	28192664	28201260	ZSCAN9	ENSG00000137185
36264	10	26986588	27035727	PDSS1	ENSG00000148459
36265	12	112694604	112696895	RP3-521E19.2	ENSG00000257494
36266	17	79633394	79640934	CCDC137	ENSG00000185298
36267	14	100111447	100146906	HHIPL1	ENSG00000182218
36268	7	142099455	142099977	TRBV7-8	ENSG00000229200
36269	7	121943712	121950131	FEZF1-AS1	ENSG00000230316
36270	12	47581595	47581674	MIR4698	ENSG00000263838
36271	2	30299959	30301138	AC016907.2	ENSG00000225943
36272	16	67464570	67465367	RP11-297D21.2	ENSG00000261320
36273	14	74098179	74098723	NDUFB8P1	ENSG00000258972
36274	10	71962586	71993667	PPA1	ENSG00000180817
36275	11	14299472	14386052	RRAS2	ENSG00000133818
36276	16	67466595	67468931	AC009061.1	ENSG00000203401
36277	2	178092323	178257425	NFE2L2	ENSG00000116044
36278	7	142104121	142104553	TRBV6-9	ENSG00000211732
36279	16	1578689	1605581	TMEM204	ENSG00000131634
36280	12	133033746	133036610	RP11-503G7.1	ENSG00000256783
36281	16	67515217	67521153	RP11-297D21.4	ENSG00000270049
36282	7	142111393	142111859	TRBV5-7	ENSG00000211731
36283	2	30410300	30410432	SNORA64	ENSG00000207187
36284	12	47599681	47610239	PCED1B-AS1	ENSG00000247774
36285	15	67435072	67439277	RP11-342M21.2	ENSG00000259202
36286	14	74126267	74126363	RNU6-240P	ENSG00000251907
36287	10	51117659	51117988	RP11-526K21.2	ENSG00000230166
36288	Y	25820526	25821539	CDY14P	ENSG00000226873
36289	14	74164806	74167054	RP4-693M11.3	ENSG00000258660
36290	11	924894	1012239	AP2A2	ENSG00000183020
36291	2	30432861	30433173	AC104698.2	ENSG00000231712
36292	7	142119820	142120321	TRBV7-7	ENSG00000253291
36293	1	208057594	208084747	CD34	ENSG00000174059
36294	10	51211725	51212022	RP11-592B15.8	ENSG00000270568
36295	12	133038828	133039442	RP11-503G7.2	ENSG00000256875
36296	15	102161847	102192594	TM2D3	ENSG00000184277
36297	13	39584003	39612252	PROSER1	ENSG00000120685
36298	10	51214507	51216406	FAM25D	ENSG00000214986
36299	14	74225450	74225522	MIR4505	ENSG00000264741
36300	5	28286496	28287772	CTD-2061E9.1	ENSG00000249785
36301	17	4460222	4464113	GGT6	ENSG00000167741
36302	2	219124219	219128582	GPBAR1	ENSG00000179921
36303	19	56111388	56114504	ZNF524	ENSG00000171443
36304	7	142124137	142124565	TRBV6-8	ENSG00000253534
36305	14	74254063	74269973	RP5-1021I20.1	ENSG00000259065
36306	17	73083822	73102257	SLC16A5	ENSG00000170190
36307	2	30481193	30482893	AC104698.1	ENSG00000256261
36308	5	159614374	159665742	FABP6	ENSG00000170231
36310	19	56116771	56128635	ZNF865	ENSG00000261221
36311	3	178957530	178984790	KCNMB3	ENSG00000171121
36313	15	67493371	67547533	AAGAB	ENSG00000103591
36314	19	42734338	42746777	GSK3A	ENSG00000105723
36315	5	28624764	28624870	RNU6-909P	ENSG00000252867
36316	19	56132108	56135967	ZNF784	ENSG00000179922
36317	1	52608046	52812358	ZFYVE9	ENSG00000157077
36318	5	28782785	28809356	CTD-2134P3.1	ENSG00000250453
36319	19	8959520	9092018	MUC16	ENSG00000181143
36320	12	56864736	56882198	GLS2	ENSG00000135423
36321	2	30569525	30575297	AC109642.1	ENSG00000235997
36323	3	103257479	103259331	RP11-628J14.1	ENSG00000240107
36324	10	77360998	78319925	C10orf11	ENSG00000148655
36325	5	28808645	28809362	CTD-2134P3.2	ENSG00000270495
36326	3	103349505	103349756	TUBBP11	ENSG00000243195
36327	3	103773552	103773640	AC016970.1	ENSG00000265076
36328	11	5684425	5959849	TRIM5	ENSG00000132256
36329	3	103781883	103782426	RP11-40M23.1	ENSG00000214405
36330	2	30655219	30655314	AC073255.1	ENSG00000221377
36331	3	133317019	133380737	TOPBP1	ENSG00000163781
36332	7	39872885	39873392	AC004987.10	ENSG00000231198
36333	19	56146382	56154835	ZNF580	ENSG00000213015
36334	2	98280680	98319527	LINC01125	ENSG00000228486
36335	7	39894093	39894655	RWDD4P2	ENSG00000175741
36336	1	150898739	150937213	SETDB1	ENSG00000143379
36337	17	73772515	73781974	H3F3B	ENSG00000132475
36338	5	28897892	28898381	CTD-2269E23.3	ENSG00000271035
36339	17	4487294	4511614	SMTNL2	ENSG00000188176
36340	7	39927972	39928261	RN7SL496P	ENSG00000242855
36341	7	39987121	39989354	RP11-467D6.1	ENSG00000259826
36342	14	35554673	35591723	PPP2R3C	ENSG00000092020
36343	17	69294297	69294359	RNU7-155P	ENSG00000238759
36344	3	169490619	169507504	MYNN	ENSG00000085274
36345	2	30969310	30969567	AC092569.2	ENSG00000230118
36347	17	69307309	69307383	RNU6-305P	ENSG00000222563
36348	3	129693148	129696781	TRH	ENSG00000170893
36349	6	31745295	31763730	VARS	ENSG00000204394
36350	17	69592479	69593420	AC118653.2	ENSG00000225818
36351	4	53179	88099	ZNF595	ENSG00000197701
36352	7	40146887	40147053	RP5-1147A1.2	ENSG00000273444
36353	5	28925707	28927696	LSP1P3	ENSG00000162685
36354	7	156426049	156426481	AC005534.6	ENSG00000234450
36355	10	97593265	97633515	RP11-429G19.3	ENSG00000240527
36356	7	40155284	40155542	RP5-1147A1.1	ENSG00000270577
36357	7	156446879	156450387	AC005534.8	ENSG00000224903
36358	6	37450696	37467698	CCDC167	ENSG00000198937
36359	10	97759535	97760000	RP11-248J23.5	ENSG00000227805
36360	7	40167720	40167831	Y_RNA	ENSG00000199273
36361	16	1662326	1727909	CRAMP1L	ENSG00000007545
36362	19	56146825	56156988	ZNF581	ENSG00000171425
